phrases_x,phrases_y,similarities
What is the share price of Qantas?,What is the complete profile of the top oil rigs?,1.031576
What is the share price of Qantas?,what is company general information?,1.0995271
What is the share price of Qantas?,How is the airline industry performing globally?,1.2173473
What is the share price of Qantas?,how does economic profit for in country compare to others?,1.0907979
What is the share price of Qantas?,most profitable insurance company India,1.56151
What is the share price of Qantas?,Give me a detailed breakup of the income and expenses in South-East Asia,1.2009128
What is the share price of Qantas?,Show me all the oil rigs in the world,1.2231483
What is the share price of Qantas?,What were the premiums earned by the Indian insurance industry in 2020?,1.1561717
What is the share price of Qantas?,How much have premiums grown as compared to claims for India?,1.2116997
What is the share price of Qantas?,Which are the best performing insurance firms in India?,1.2036933
What is the share price of Qantas?,What is the ROE of the Indian market?,1.0680518
What is the share price of Qantas?,What profits were clocked by Cholamandalam in 2020?,1.196113
What is the share price of Qantas?,What is the premiums market share of the top 5 companies in India?,0.8184188
What is the share price of Qantas?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,1.1502056
What is the share price of Qantas?,Which are the main distribution channels in India?,1.164255
What is the share price of Qantas?,What are the risks in the motor insurance segment in India?,1.1306798
What is the share price of Qantas?,What is the demand potential of India for insurance?,0.98357487
What is the share price of Qantas?,How do premiums break down by lines of business in India?,1.1788099
What is the share price of Qantas?,What is the share price of Qantas?,0.0
What is the share price of Qantas?,How many passengers are carried in ?,1.3589208
What is the share price of Qantas?,Which are the aircrafts manufactured by Boeing?,1.3088591
What is the share price of Qantas?,Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,4.1085367
What is the share price of Qantas?,Which are the top airports?,1.2532152
What is the share price of Qantas?,How many fatal air accidents till date?,1.6350725
What is the share price of Qantas?,What is the flow of air traffic in North America?,1.1615075
What is the share price of Qantas?,What is the fleet of Airbus?,1.1125258
What is the share price of Qantas?,Airlines profitability Brazil?,2.7096007
What is the share price of Qantas?,Mergers among airline companies?,2.1016371
What is the share price of Qantas?,Which are the most profitable airports?,1.2355504
What is the share price of Qantas?,What has the capacity movement of airline companies been over the years?,1.1010542
What is the share price of Qantas?,Details of the Aban Abraham oil rig?,1.6584489
What is the share price of Qantas?,How big is the airlines industry in China?,1.141713
What is the share price of Qantas?,How much money did Lloyd's of London make last year?,1.271701
What is the share price of Qantas?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,1.1707239
What is the share price of Qantas?,Which Lloyd's syndicates owns the maximum number of assets?,1.2903106
What is the share price of Qantas?,List key performance indicators for AXA?,1.5728433
What is the share price of Qantas?,What are the most prominent legal cases?,1.1871382
What is the share price of Qantas?,How does oil industry perform in Brazil?,1.2003505
What is the share price of Qantas?,What is the main driver of growth in automobile industry in Europe?,1.0840529
What is the share price of Qantas?,Which country in Europe is going to grow the most in 2020?,1.0658151
What is the share price of Qantas?,What are the biggest acquisitions in 2020?,1.104653
What is the share price of Qantas?,How impacted is the airline industry in 2020?,1.1875476
What is the share price of Qantas?,What are the most prominent bankruptcies in 2020?,1.2237577
How many passengers are carried in ?,how company compares to its peers?,1.4911613
How many passengers are carried in ?,what is the detailed income statement breakdown of Axa?,1.3566917
How many passengers are carried in ?,world premium penetration in 2020,1.6034479
How many passengers are carried in ?,How does the forecasted insurance premium penetration in country trend compare to its peers?,1.1582133
How many passengers are carried in ?,what are the total losses for companies in country  non life market?,1.0267053
How many passengers are carried in ?,Insurance premiums market in Country,1.8706951
How many passengers are carried in ?,"How have the profit margins been for the airlines industry through the years, by regions?",1.029047
How many passengers are carried in ?,What is the complete profile of the top oil rigs?,1.1822898
How many passengers are carried in ?,what is company general information?,1.3814744
How many passengers are carried in ?,How is the airline industry performing globally?,1.1476462
How many passengers are carried in ?,how does economic profit for in country compare to others?,1.183255
How many passengers are carried in ?,most profitable insurance company India,1.5790496
How many passengers are carried in ?,Give me a detailed breakup of the income and expenses in South-East Asia,1.3261567
How many passengers are carried in ?,Show me all the oil rigs in the world,1.1788261
How many passengers are carried in ?,What were the premiums earned by the Indian insurance industry in 2020?,1.1468502
How many passengers are carried in ?,How much have premiums grown as compared to claims for India?,1.140239
How many passengers are carried in ?,Which are the best performing insurance firms in India?,1.1158803
How many passengers are carried in ?,What is the ROE of the Indian market?,1.3387392
How many passengers are carried in ?,What profits were clocked by Cholamandalam in 2020?,1.1636028
How many passengers are carried in ?,What is the premiums market share of the top 5 companies in India?,1.1671509
How many passengers are carried in ?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,1.1244787
How many passengers are carried in ?,Which are the main distribution channels in India?,1.1509188
How many passengers are carried in ?,What are the risks in the motor insurance segment in India?,1.0624589
How many passengers are carried in ?,What is the demand potential of India for insurance?,1.1862627
How many passengers are carried in ?,How do premiums break down by lines of business in India?,1.1312248
How many passengers are carried in ?,What is the share price of Qantas?,1.3589208
How many passengers are carried in ?,How many passengers are carried in ?,0.0
How many passengers are carried in ?,Which are the aircrafts manufactured by Boeing?,1.1245619
How many passengers are carried in ?,Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,4.1070304
How many passengers are carried in ?,Which are the top airports?,1.2005312
How many passengers are carried in ?,How many fatal air accidents till date?,1.243462
How many passengers are carried in ?,What is the flow of air traffic in North America?,1.1141719
How many passengers are carried in ?,What is the fleet of Airbus?,1.2408193
How many passengers are carried in ?,Airlines profitability Brazil?,2.6508482
How many passengers are carried in ?,Mergers among airline companies?,1.9072564
How many passengers are carried in ?,Which are the most profitable airports?,1.2320668
How many passengers are carried in ?,What has the capacity movement of airline companies been over the years?,1.0222824
How many passengers are carried in ?,Details of the Aban Abraham oil rig?,1.7049875
How many passengers are carried in ?,How big is the airlines industry in China?,1.0488858
How many passengers are carried in ?,How much money did Lloyd's of London make last year?,1.1839972
How many passengers are carried in ?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,1.2683227
How many passengers are carried in ?,Which Lloyd's syndicates owns the maximum number of assets?,1.3299884
How many passengers are carried in ?,List key performance indicators for AXA?,1.6023452
How many passengers are carried in ?,What are the most prominent legal cases?,1.1409835
How many passengers are carried in ?,How does oil industry perform in Brazil?,1.2193242
How many passengers are carried in ?,What is the main driver of growth in automobile industry in Europe?,1.1928821
How many passengers are carried in ?,Which country in Europe is going to grow the most in 2020?,1.0762596
How many passengers are carried in ?,What are the biggest acquisitions in 2020?,1.1846038
How many passengers are carried in ?,How impacted is the airline industry in 2020?,1.0886414
How many passengers are carried in ?,What are the most prominent bankruptcies in 2020?,1.1067622
Which are the aircrafts manufactured by Boeing?,how company compares to its peers?,1.6451237
Which are the aircrafts manufactured by Boeing?,what is the detailed income statement breakdown of Axa?,1.3908199
Which are the aircrafts manufactured by Boeing?,world premium penetration in 2020,1.6091533
Which are the aircrafts manufactured by Boeing?,How does the forecasted insurance premium penetration in country trend compare to its peers?,1.2702036
Which are the aircrafts manufactured by Boeing?,what are the total losses for companies in country  non life market?,1.0862255
Which are the aircrafts manufactured by Boeing?,Insurance premiums market in Country,1.9058324
Which are the aircrafts manufactured by Boeing?,"How have the profit margins been for the airlines industry through the years, by regions?",1.0927098
Which are the aircrafts manufactured by Boeing?,What is the complete profile of the top oil rigs?,1.170747
Which are the aircrafts manufactured by Boeing?,what is company general information?,1.3553122
Which are the aircrafts manufactured by Boeing?,How is the airline industry performing globally?,1.2845881
Which are the aircrafts manufactured by Boeing?,how does economic profit for in country compare to others?,1.3409828
Which are the aircrafts manufactured by Boeing?,most profitable insurance company India,1.5863171
Which are the aircrafts manufactured by Boeing?,Give me a detailed breakup of the income and expenses in South-East Asia,1.4373515
Which are the aircrafts manufactured by Boeing?,Show me all the oil rigs in the world,1.20951
Which are the aircrafts manufactured by Boeing?,What were the premiums earned by the Indian insurance industry in 2020?,1.2123414
Which are the aircrafts manufactured by Boeing?,How much have premiums grown as compared to claims for India?,1.3472631
Which are the aircrafts manufactured by Boeing?,Which are the best performing insurance firms in India?,1.1273744
Which are the aircrafts manufactured by Boeing?,What is the ROE of the Indian market?,1.2738807
Which are the aircrafts manufactured by Boeing?,What profits were clocked by Cholamandalam in 2020?,1.1606127
Which are the aircrafts manufactured by Boeing?,What is the premiums market share of the top 5 companies in India?,1.1878537
Which are the aircrafts manufactured by Boeing?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,1.2352037
Which are the aircrafts manufactured by Boeing?,Which are the main distribution channels in India?,1.102667
Which are the aircrafts manufactured by Boeing?,What are the risks in the motor insurance segment in India?,1.0982782
Which are the aircrafts manufactured by Boeing?,What is the demand potential of India for insurance?,1.1455759
Which are the aircrafts manufactured by Boeing?,How do premiums break down by lines of business in India?,1.2857529
Which are the aircrafts manufactured by Boeing?,What is the share price of Qantas?,1.3088591
Which are the aircrafts manufactured by Boeing?,How many passengers are carried in ?,1.1245619
Which are the aircrafts manufactured by Boeing?,Which are the aircrafts manufactured by Boeing?,0.0
Which are the aircrafts manufactured by Boeing?,Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,4.1460624
Which are the aircrafts manufactured by Boeing?,Which are the top airports?,1.0741612
Which are the aircrafts manufactured by Boeing?,How many fatal air accidents till date?,1.5101696
Which are the aircrafts manufactured by Boeing?,What is the flow of air traffic in North America?,1.2295249
Which are the aircrafts manufactured by Boeing?,What is the fleet of Airbus?,1.1284007
Which are the aircrafts manufactured by Boeing?,Airlines profitability Brazil?,2.686897
Which are the aircrafts manufactured by Boeing?,Mergers among airline companies?,2.0708249
Which are the aircrafts manufactured by Boeing?,Which are the most profitable airports?,1.1278647
Which are the aircrafts manufactured by Boeing?,What has the capacity movement of airline companies been over the years?,1.1209204
Which are the aircrafts manufactured by Boeing?,Details of the Aban Abraham oil rig?,1.7197868
Which are the aircrafts manufactured by Boeing?,How big is the airlines industry in China?,1.2024285
Which are the aircrafts manufactured by Boeing?,How much money did Lloyd's of London make last year?,1.4440347
Which are the aircrafts manufactured by Boeing?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,1.2823017
Which are the aircrafts manufactured by Boeing?,Which Lloyd's syndicates owns the maximum number of assets?,1.2798584
Which are the aircrafts manufactured by Boeing?,List key performance indicators for AXA?,1.6448095
Which are the aircrafts manufactured by Boeing?,What are the most prominent legal cases?,1.182782
Which are the aircrafts manufactured by Boeing?,How does oil industry perform in Brazil?,1.3782408
Which are the aircrafts manufactured by Boeing?,What is the main driver of growth in automobile industry in Europe?,1.2029177
Which are the aircrafts manufactured by Boeing?,Which country in Europe is going to grow the most in 2020?,1.0980237
Which are the aircrafts manufactured by Boeing?,What are the biggest acquisitions in 2020?,1.1729788
Which are the aircrafts manufactured by Boeing?,How impacted is the airline industry in 2020?,1.2416432
Which are the aircrafts manufactured by Boeing?,What are the most prominent bankruptcies in 2020?,1.1813414
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,how company compares to its peers?,4.101404
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,what is the detailed income statement breakdown of Axa?,4.0837817
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,world premium penetration in 2020,4.193591
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,How does the forecasted insurance premium penetration in country trend compare to its peers?,4.0333033
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,what are the total losses for companies in country  non life market?,4.0287642
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,Insurance premiums market in Country,4.2909327
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,"How have the profit margins been for the airlines industry through the years, by regions?",4.036297
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,What is the complete profile of the top oil rigs?,4.0735917
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,what is company general information?,4.084896
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,How is the airline industry performing globally?,4.0724635
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,how does economic profit for in country compare to others?,4.0290875
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,most profitable insurance company India,4.234996
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,Give me a detailed breakup of the income and expenses in South-East Asia,4.007091
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,Show me all the oil rigs in the world,4.130877
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,What were the premiums earned by the Indian insurance industry in 2020?,4.1008263
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,How much have premiums grown as compared to claims for India?,4.0927715
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,Which are the best performing insurance firms in India?,4.0565715
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,What is the ROE of the Indian market?,4.1063256
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,What profits were clocked by Cholamandalam in 2020?,4.0450177
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,What is the premiums market share of the top 5 companies in India?,4.0455503
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,3.995386
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,Which are the main distribution channels in India?,4.078557
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,What are the risks in the motor insurance segment in India?,4.0594263
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,What is the demand potential of India for insurance?,4.067984
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,How do premiums break down by lines of business in India?,4.0639634
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,What is the share price of Qantas?,4.1085367
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,How many passengers are carried in ?,4.1070304
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,Which are the aircrafts manufactured by Boeing?,4.1460624
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,0.0
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,Which are the top airports?,4.1078434
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,How many fatal air accidents till date?,4.038793
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,What is the flow of air traffic in North America?,4.0573907
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,What is the fleet of Airbus?,4.1149616
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,Airlines profitability Brazil?,4.60613
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,Mergers among airline companies?,4.3879647
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,Which are the most profitable airports?,4.1564445
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,What has the capacity movement of airline companies been over the years?,4.0395393
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,Details of the Aban Abraham oil rig?,4.1397414
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,How big is the airlines industry in China?,4.0721946
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,How much money did Lloyd's of London make last year?,4.0760026
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,3.9611251
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,Which Lloyd's syndicates owns the maximum number of assets?,4.158539
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,List key performance indicators for AXA?,4.162778
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,What are the most prominent legal cases?,4.1183515
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,How does oil industry perform in Brazil?,4.0597744
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,What is the main driver of growth in automobile industry in Europe?,4.0282106
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,Which country in Europe is going to grow the most in 2020?,4.045063
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,What are the biggest acquisitions in 2020?,4.0741663
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,How impacted is the airline industry in 2020?,4.1327386
Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,What are the most prominent bankruptcies in 2020?,4.076884
Which are the top airports?,how company compares to its peers?,1.6924872
Which are the top airports?,what is the detailed income statement breakdown of Axa?,1.358868
Which are the top airports?,world premium penetration in 2020,1.6131438
Which are the top airports?,How does the forecasted insurance premium penetration in country trend compare to its peers?,1.2337682
Which are the top airports?,what are the total losses for companies in country  non life market?,1.0691549
Which are the top airports?,Insurance premiums market in Country,1.9437947
Which are the top airports?,"How have the profit margins been for the airlines industry through the years, by regions?",1.1758467
Which are the top airports?,What is the complete profile of the top oil rigs?,0.9355774
Which are the top airports?,what is company general information?,1.3178309
Which are the top airports?,How is the airline industry performing globally?,1.2901524
Which are the top airports?,how does economic profit for in country compare to others?,1.303065
Which are the top airports?,most profitable insurance company India,1.6171813
Which are the top airports?,Give me a detailed breakup of the income and expenses in South-East Asia,1.3934563
Which are the top airports?,Show me all the oil rigs in the world,1.2814002
Which are the top airports?,What were the premiums earned by the Indian insurance industry in 2020?,1.1814727
Which are the top airports?,How much have premiums grown as compared to claims for India?,1.3477196
Which are the top airports?,Which are the best performing insurance firms in India?,0.9082922
Which are the top airports?,What is the ROE of the Indian market?,1.1716356
Which are the top airports?,What profits were clocked by Cholamandalam in 2020?,1.2380083
Which are the top airports?,What is the premiums market share of the top 5 companies in India?,1.065286
Which are the top airports?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,1.2017559
Which are the top airports?,Which are the main distribution channels in India?,0.9435275
Which are the top airports?,What are the risks in the motor insurance segment in India?,1.1135179
Which are the top airports?,What is the demand potential of India for insurance?,1.109852
Which are the top airports?,How do premiums break down by lines of business in India?,1.2399843
Which are the top airports?,What is the share price of Qantas?,1.2532152
Which are the top airports?,How many passengers are carried in ?,1.2005312
Which are the top airports?,Which are the aircrafts manufactured by Boeing?,1.0741612
Which are the top airports?,Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,4.1078434
Which are the top airports?,Which are the top airports?,0.0
Which are the top airports?,How many fatal air accidents till date?,1.6214507
Which are the top airports?,What is the flow of air traffic in North America?,1.2362884
Which are the top airports?,What is the fleet of Airbus?,1.1923559
Which are the top airports?,Airlines profitability Brazil?,2.8587985
Which are the top airports?,Mergers among airline companies?,2.0648754
Which are the top airports?,Which are the most profitable airports?,0.8189083
Which are the top airports?,What has the capacity movement of airline companies been over the years?,1.215926
Which are the top airports?,Details of the Aban Abraham oil rig?,1.7869742
Which are the top airports?,How big is the airlines industry in China?,1.1838442
Which are the top airports?,How much money did Lloyd's of London make last year?,1.317039
Which are the top airports?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,1.2473075
Which are the top airports?,Which Lloyd's syndicates owns the maximum number of assets?,1.1883718
Which are the top airports?,List key performance indicators for AXA?,1.4977932
Which are the top airports?,What are the most prominent legal cases?,0.92014635
Which are the top airports?,How does oil industry perform in Brazil?,1.3307277
Which are the top airports?,What is the main driver of growth in automobile industry in Europe?,1.1722006
Which are the top airports?,Which country in Europe is going to grow the most in 2020?,0.92985886
Which are the top airports?,What are the biggest acquisitions in 2020?,1.0143876
Which are the top airports?,How impacted is the airline industry in 2020?,1.3013237
Which are the top airports?,What are the most prominent bankruptcies in 2020?,0.98776895
How many fatal air accidents till date?,how company compares to its peers?,1.7794188
How many fatal air accidents till date?,what is the detailed income statement breakdown of Axa?,1.6215595
How many fatal air accidents till date?,world premium penetration in 2020,1.8240665
How many fatal air accidents till date?,How does the forecasted insurance premium penetration in country trend compare to its peers?,1.4139831
How many fatal air accidents till date?,what are the total losses for companies in country  non life market?,1.3716087
How many fatal air accidents till date?,Insurance premiums market in Country,1.945122
How many fatal air accidents till date?,"How have the profit margins been for the airlines industry through the years, by regions?",1.3554906
How many fatal air accidents till date?,What is the complete profile of the top oil rigs?,1.4673463
How many fatal air accidents till date?,what is company general information?,1.668104
How many fatal air accidents till date?,How is the airline industry performing globally?,1.4400961
How many fatal air accidents till date?,how does economic profit for in country compare to others?,1.4649831
How many fatal air accidents till date?,most profitable insurance company India,1.701675
How many fatal air accidents till date?,Give me a detailed breakup of the income and expenses in South-East Asia,1.5603179
How many fatal air accidents till date?,Show me all the oil rigs in the world,1.4015139
How many fatal air accidents till date?,What were the premiums earned by the Indian insurance industry in 2020?,1.4303733
How many fatal air accidents till date?,How much have premiums grown as compared to claims for India?,1.3954164
How many fatal air accidents till date?,Which are the best performing insurance firms in India?,1.4461411
How many fatal air accidents till date?,What is the ROE of the Indian market?,1.6245348
How many fatal air accidents till date?,What profits were clocked by Cholamandalam in 2020?,1.4822804
How many fatal air accidents till date?,What is the premiums market share of the top 5 companies in India?,1.4504348
How many fatal air accidents till date?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,1.3341457
How many fatal air accidents till date?,Which are the main distribution channels in India?,1.5286112
How many fatal air accidents till date?,What are the risks in the motor insurance segment in India?,1.3303262
How many fatal air accidents till date?,What is the demand potential of India for insurance?,1.4626983
How many fatal air accidents till date?,How do premiums break down by lines of business in India?,1.3586367
How many fatal air accidents till date?,What is the share price of Qantas?,1.6350725
How many fatal air accidents till date?,How many passengers are carried in ?,1.243462
How many fatal air accidents till date?,Which are the aircrafts manufactured by Boeing?,1.5101696
How many fatal air accidents till date?,Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,4.038793
How many fatal air accidents till date?,Which are the top airports?,1.6214507
How many fatal air accidents till date?,How many fatal air accidents till date?,0.0
How many fatal air accidents till date?,What is the flow of air traffic in North America?,1.257551
How many fatal air accidents till date?,What is the fleet of Airbus?,1.5496467
How many fatal air accidents till date?,Airlines profitability Brazil?,2.8825455
How many fatal air accidents till date?,Mergers among airline companies?,2.0971735
How many fatal air accidents till date?,Which are the most profitable airports?,1.5927669
How many fatal air accidents till date?,What has the capacity movement of airline companies been over the years?,1.3714957
How many fatal air accidents till date?,Details of the Aban Abraham oil rig?,1.793177
How many fatal air accidents till date?,How big is the airlines industry in China?,1.3530532
How many fatal air accidents till date?,How much money did Lloyd's of London make last year?,1.4420764
How many fatal air accidents till date?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,1.4504253
How many fatal air accidents till date?,Which Lloyd's syndicates owns the maximum number of assets?,1.6203339
How many fatal air accidents till date?,List key performance indicators for AXA?,1.8556157
How many fatal air accidents till date?,What are the most prominent legal cases?,1.501705
How many fatal air accidents till date?,How does oil industry perform in Brazil?,1.3841645
How many fatal air accidents till date?,What is the main driver of growth in automobile industry in Europe?,1.38555
How many fatal air accidents till date?,Which country in Europe is going to grow the most in 2020?,1.4272761
How many fatal air accidents till date?,What are the biggest acquisitions in 2020?,1.4949684
How many fatal air accidents till date?,How impacted is the airline industry in 2020?,1.3778131
How many fatal air accidents till date?,What are the most prominent bankruptcies in 2020?,1.4018155
What is the flow of air traffic in North America?,how company compares to its peers?,1.4602702
What is the flow of air traffic in North America?,what is the detailed income statement breakdown of Axa?,1.233182
What is the flow of air traffic in North America?,world premium penetration in 2020,1.4605255
What is the flow of air traffic in North America?,How does the forecasted insurance premium penetration in country trend compare to its peers?,1.0876089
What is the flow of air traffic in North America?,what are the total losses for companies in country  non life market?,1.0321214
What is the flow of air traffic in North America?,Insurance premiums market in Country,1.8196168
What is the flow of air traffic in North America?,"How have the profit margins been for the airlines industry through the years, by regions?",1.0376728
What is the flow of air traffic in North America?,What is the complete profile of the top oil rigs?,0.9873609
What is the flow of air traffic in North America?,what is company general information?,1.1966176
What is the flow of air traffic in North America?,How is the airline industry performing globally?,1.1389232
What is the flow of air traffic in North America?,how does economic profit for in country compare to others?,1.1650741
What is the flow of air traffic in North America?,most profitable insurance company India,1.5697956
What is the flow of air traffic in North America?,Give me a detailed breakup of the income and expenses in South-East Asia,1.2337681
What is the flow of air traffic in North America?,Show me all the oil rigs in the world,1.076537
What is the flow of air traffic in North America?,What were the premiums earned by the Indian insurance industry in 2020?,1.1505871
What is the flow of air traffic in North America?,How much have premiums grown as compared to claims for India?,1.2657148
What is the flow of air traffic in North America?,Which are the best performing insurance firms in India?,1.1653699
What is the flow of air traffic in North America?,What is the ROE of the Indian market?,1.178595
What is the flow of air traffic in North America?,What profits were clocked by Cholamandalam in 2020?,1.1996775
What is the flow of air traffic in North America?,What is the premiums market share of the top 5 companies in India?,1.032875
What is the flow of air traffic in North America?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,1.062261
What is the flow of air traffic in North America?,Which are the main distribution channels in India?,0.9871961
What is the flow of air traffic in North America?,What are the risks in the motor insurance segment in India?,1.0217791
What is the flow of air traffic in North America?,What is the demand potential of India for insurance?,1.0043923
What is the flow of air traffic in North America?,How do premiums break down by lines of business in India?,1.1064808
What is the flow of air traffic in North America?,What is the share price of Qantas?,1.1615075
What is the flow of air traffic in North America?,How many passengers are carried in ?,1.1141719
What is the flow of air traffic in North America?,Which are the aircrafts manufactured by Boeing?,1.2295249
What is the flow of air traffic in North America?,Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,4.0573907
What is the flow of air traffic in North America?,Which are the top airports?,1.2362884
What is the flow of air traffic in North America?,How many fatal air accidents till date?,1.257551
What is the flow of air traffic in North America?,What is the flow of air traffic in North America?,0.0
What is the flow of air traffic in North America?,What is the fleet of Airbus?,1.1067235
What is the flow of air traffic in North America?,Airlines profitability Brazil?,2.653541
What is the flow of air traffic in North America?,Mergers among airline companies?,1.9890411
What is the flow of air traffic in North America?,Which are the most profitable airports?,1.285453
What is the flow of air traffic in North America?,What has the capacity movement of airline companies been over the years?,0.9332184
What is the flow of air traffic in North America?,Details of the Aban Abraham oil rig?,1.6121385
What is the flow of air traffic in North America?,How big is the airlines industry in China?,1.0642558
What is the flow of air traffic in North America?,How much money did Lloyd's of London make last year?,1.2452755
What is the flow of air traffic in North America?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,1.1200367
What is the flow of air traffic in North America?,Which Lloyd's syndicates owns the maximum number of assets?,1.3084544
What is the flow of air traffic in North America?,List key performance indicators for AXA?,1.5109003
What is the flow of air traffic in North America?,What are the most prominent legal cases?,1.1611207
What is the flow of air traffic in North America?,How does oil industry perform in Brazil?,1.1551404
What is the flow of air traffic in North America?,What is the main driver of growth in automobile industry in Europe?,0.9535736
What is the flow of air traffic in North America?,Which country in Europe is going to grow the most in 2020?,0.9591248
What is the flow of air traffic in North America?,What are the biggest acquisitions in 2020?,1.1186558
What is the flow of air traffic in North America?,How impacted is the airline industry in 2020?,1.074012
What is the flow of air traffic in North America?,What are the most prominent bankruptcies in 2020?,1.159097
What is the fleet of Airbus?,how company compares to its peers?,1.4833168
What is the fleet of Airbus?,what is the detailed income statement breakdown of Axa?,1.2505025
What is the fleet of Airbus?,world premium penetration in 2020,1.617412
What is the fleet of Airbus?,How does the forecasted insurance premium penetration in country trend compare to its peers?,1.1701341
What is the fleet of Airbus?,what are the total losses for companies in country  non life market?,1.1403475
What is the fleet of Airbus?,Insurance premiums market in Country,1.8831307
What is the fleet of Airbus?,"How have the profit margins been for the airlines industry through the years, by regions?",1.143384
What is the fleet of Airbus?,What is the complete profile of the top oil rigs?,1.0110528
What is the fleet of Airbus?,what is company general information?,1.1482618
What is the fleet of Airbus?,How is the airline industry performing globally?,1.1078489
What is the fleet of Airbus?,how does economic profit for in country compare to others?,1.2711669
What is the fleet of Airbus?,most profitable insurance company India,1.5767765
What is the fleet of Airbus?,Give me a detailed breakup of the income and expenses in South-East Asia,1.3287239
What is the fleet of Airbus?,Show me all the oil rigs in the world,1.1680193
What is the fleet of Airbus?,What were the premiums earned by the Indian insurance industry in 2020?,1.216752
What is the fleet of Airbus?,How much have premiums grown as compared to claims for India?,1.326297
What is the fleet of Airbus?,Which are the best performing insurance firms in India?,1.178804
What is the fleet of Airbus?,What is the ROE of the Indian market?,1.0924947
What is the fleet of Airbus?,What profits were clocked by Cholamandalam in 2020?,1.2732449
What is the fleet of Airbus?,What is the premiums market share of the top 5 companies in India?,1.0942706
What is the fleet of Airbus?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,1.2025748
